139.180.39.201,8080
72.10.164.178,7373
121.128.194.154,80
152.231.25.214,8080
64.225.8.132,10001
66.70.225.202,8050
183.215.23.242,9091
198.176.56.44,80
72.10.164.178,3117
67.43.228.253,18353
117.57.92.172,8089
8.213.128.90,11000
117.74.65.207,514
120.25.76.152,80
61.158.175.38,9002
67.43.236.20,5451
38.156.233.76,999
81.250.223.126,80
167.172.238.15,10006
117.160.250.163,81
220.248.70.237,9002
196.189.44.49,1234
18.228.198.164,80
91.189.177.190,3128
103.83.232.122,80
45.70.221.22,18080
